,IC
2014-05-28,0.0917595251075154
2014-05-29,-0.12968798175802718
2014-05-30,0.10126404387811498
2014-06-02,-0.0040534694421138166
2014-06-03,0.0974355319650426
2014-06-04,0.0009215377041045946
2014-06-05,0.06633877195736365
2014-06-06,0.003330883460852451
2014-06-09,0.009660783218647799
2014-06-10,0.12139026949089352
2014-06-11,-0.2511696557926003
2014-06-12,0.07494099066347244
2014-06-13,-0.006231359871410441
2014-06-16,0.09442001088575404
2014-06-17,-0.022665016747296467
2014-06-18,-0.06072155973644158
2014-06-19,0.20219248039564228
2014-06-20,-0.05327501313587455
2014-06-23,-0.2108359660490149
2014-06-24,0.2596162462867535
2014-06-25,0.006035049589785913
2014-06-26,-0.049413831820901505
2014-06-27,-0.0170575440540349
2014-06-30,0.23526129104210763
2014-07-01,-0.05916734733612244
2014-07-02,0.09430950888666613
2014-07-03,-0.36440909440600605
2014-07-07,-0.2071294297962619
2014-07-08,0.1542928403181725
2014-07-09,-0.05225581398774719
2014-07-10,0.05626456945109139
2014-07-11,0.21822159751301196
2014-07-14,-0.20204960628538643
2014-07-15,-0.07113166715986623
2014-07-16,-0.26973586702506736
2014-07-17,0.26106605061150917
2014-07-18,0.059551572850441895
2014-07-21,0.22021075434519574
2014-07-22,-0.04756566247421968
2014-07-23,-0.08839461799420299
2014-07-24,0.040601556478531635
2014-07-25,-0.09978350221545569
2014-07-28,0.03654171585139501
2014-07-29,0.098959178854732
2014-07-30,-0.23880855518737643
2014-07-31,-0.006366286993838278
2014-08-01,0.24070542762052163
2014-08-04,-0.08692047392392509
2014-08-05,-0.07410989286993643
2014-08-06,-0.07080649059333965
2014-08-07,-0.07623675689379378
2014-08-08,0.124327635011999
2014-08-11,0.011649019808001879
2014-08-12,0.29926830247003733
2014-08-13,-0.1152918026975364
2014-08-14,0.18743653074276667
2014-08-15,0.08204650566524242
2014-08-18,0.04420174691465701
2014-08-19,-0.0538928204857706
2014-08-20,-0.2480578877675726
2014-08-21,0.08941569036029735
2014-08-22,-0.006125365931752129
2014-08-25,-0.041111834040219196
2014-08-26,-0.02495860193321741
2014-08-27,-0.03630773044955051
2014-08-28,0.10040212337965604
2014-08-29,0.13783175099958525
2014-09-02,-0.015004507853841977
2014-09-03,-0.13211020407544696
2014-09-04,0.12497854213382767
2014-09-05,0.22320770180181357
2014-09-08,-0.06361321790491428
2014-09-09,0.05459634150391263
2014-09-10,-0.06493968549329958
2014-09-11,-0.12738393988186694
2014-09-12,-0.12203503306215976
2014-09-15,0.2990193128706726
2014-09-16,-0.03407647452182518
2014-09-17,0.08576787090651285
2014-09-18,-0.08558944990228237
2014-09-19,-0.09030186479104063
2014-09-22,-0.05455574248927861
2014-09-23,0.14946174985177946
2014-09-24,-0.21939095937457548
2014-09-25,0.1854233978764599
2014-09-26,0.10639277724126477
2014-09-29,-0.04714356951913841
2014-09-30,-0.2762604134084205
2014-10-01,-0.08399445610507202
2014-10-02,0.26996404906961685
2014-10-03,-0.17277717857779262
2014-10-06,-0.0874857862520523
2014-10-07,0.08317865682667323
2014-10-08,-0.10834304980551418
2014-10-09,-0.294483218048148
2014-10-10,-0.3282882782003021
2014-10-13,-0.0674434614143177
2014-10-14,0.035854280287125985
2014-10-15,0.09272992801577365
2014-10-16,0.22814928793391653
2014-10-17,0.1124621332618339
2014-10-20,0.2944471329150433
2014-10-21,-0.047271980546081796
2014-10-22,0.04197859230511706
2014-10-23,0.13573464967752347
2014-10-24,-0.02085036199798607
2014-10-27,0.09410563608010751
2014-10-28,0.06436919801845631
2014-10-29,-0.023036801477987933
2014-10-30,0.1258732444108607
2014-10-31,0.07404255451873813
2014-11-03,0.04396371373832786
2014-11-04,-0.07300299314767283
2014-11-05,0.09244980902898847
2014-11-06,-0.17000493280931694
